id;title;text;rating;fk_User_Id;fk_Product_Id
2806;Pleasantly Surprise;I too was skeptical on ordering wines on line. I figured Meh... I love wine how bad could it be..... I was surprised... Very Smooth, flavorful with a beautiful nose.;5.0;2806;320
2807;Pleasantly Surprised!;I was a little skeptical about purchasing wine from QVC, but Ive been very surprised by the quality of this wine collection. I ordered the mixed-auto delivery package. The Moscato was indeed sweet (just like youd expect from a Moscato), and the Syrah was not too bad. I guess I should have said from the outset that Im a sweet-wine drinker (I like sweet red wines), so the Red was not to my liking because it was too dry. I never drink Chardonnay because they are likewise too dry for me. But, Kevin OLearys Chardonnay is my favorite from the entire order! It is awesome, magnificent, and very tasty! I even ordered some Fettuccine just so I could pair it with the Chardonnay. Great find (for me). Im so glad I ordered the auto-delivery because I cant wait to see what I get in the Spring. Very good wine, Mr. OLeary.;5.0;2807;320
2808;Good wine;I belong to other clubs but bought this because of the free shipping. I do NOT like Rose wine and was sure Id hate it but.......it is excellent. A slight sweet taste very slight. It is a little effervescent too. I forgot where I bought it and googled it to buy more . It runs 75.00 for 3 bottles! Not expensive but not 5.00 a bottle either. I have not had the others but I am anxious to taste them....;4.0;2808;321
2809;Mediocre;You get what you pay for, I got it for $8.25 a bottle and thats about all it is worth. I should of known better. but its free s&h,. I was disappointed its all from the same vintner and not as the labels show different wineries. It was just the ease of delivery. I live in California and have so many options of good wines. One and only purchase. Q does not know good wines!;2.0;2809;321
2810;Our friends loved it!!!;We had four friends over tonight for dinner. They loved this wine! Hands down the Mascato was the favorite! There were no complaints about the Chardonnay at all but the first choice was the Mascato! They were very excited to find out that more was on the way with auto delivery!;5.0;2810;321
2811;Kids love them!;My kids love them. So no complaints but Im sure they are not healthy of course.;5.0;2811;322
2812;Kidos love this product.;Easy and quick to serve, brings a smile to their faces. Pretty good value for a quick drink product.;5.0;1690;322
2813;Cool-Aid bursts;Worked great kids loved them;4.0;2813;322
2814;Good Swiss water processed decaf coffee.;Walmart used to carry a Swiss water decaf coffee that had excellent flavor. Ive been looking for a replacement since they quit selling it in the store so and purchased this coffee. Though I liked the flavor of the Sams coffee a bit better, this coffee is pretty good as well. It has a fine ground and medium-dark roast.;4.0;2814;323
2815;Decaf Lover;Great decaf coffee using Swiss water process. I wont buy anything that is decaf using traditional methods.;5.0;2815;323
2816;Five Stars;Good product. Arrived on time;;2816;324
2817;Delicious!!!;I used this in place of apple cider or rice wine vinegar to make a recipe for Spanish vinaigrette. It was delicious and made a big difference in the taste.;;2817;324
2818;Five Stars;Very good taste and quality,;;2818;324
2819;Yum;I am hardly a red wine vinegar expert, but this is pretty darn good, I would say! Id buy it again.;;2819;324
2820;Once Of The Best;As a wanna-be great cook I have come to appreciate the difference between various types and brands of vinegar. I came to know this product as a result of an Amazon search for wine vinegar and ordered it. Let me say that right after tasting this product right out of the bottle I knew that I stumbled upon one of the best. If you appreciate the subtle differences a quality product can infuse into your creative cooking efforts, then this vinegar is for you..;;2820;324
2821;Five Stars;Good Stuff!!!! Really it is real good for the price and I will reorder from this vendor.;5.0;2821;325
2822;These wines were a happy surprise! I bought an assortment of wines for ...;These wines were a happy surprise! I bought an assortment of wines for a house warming party last weekend and these were great. White cat was like a Sweet Mascoto, Cabin Fever had a sweet taste all it own, I Red Cat was also sweet, I dont care for red wine but this was good! The Breathable Berry reminded me of a Sangria.This brand is on the top of my list, I will buy more of their wines!;5.0;2822;325
2823;Great idea for a gift One person found this helpful. Was this review helpful to you Yes No;Excellent wines and customer service. I sent them as a gift and they loved it.;5.0;2823;325
2824;Five Stars;All arrived safe and sound. Only tried one bottle so far. Mighty tasty!;5.0;2824;325
2825;It was the perfect holiday gift;Absolutely Delicious. It was the perfect holiday gift! My In-Laws loved it;5.0;700;325
2826;Four Stars;Great wine and price;4.0;2826;325
2827;Five Stars;Loved every bottle. Will order again.;5.0;2827;325
2828;All great, amazing value.;Red cat is my favorite wine of all time.The Red Cat itself is sweet but not too much so, with a little tartness.The White Cat is light and refreshing especially ice cold, same goes with the Cabin Fever.The best out of the 4 in my opinion though is Bramble berry. Tart, sweet and tastes like berry jam. I love it!;5.0;2828;325
2829;dissolves easily;This product is just as described, easy to measure for this beginner. It dissolves easily and fermentation halts in 48 hours just as stated. I feel safe sweetening my wine and bottling without worrying about bottle bombs. Great price and shipped very quickly, no complaints.;;1527;326
2830;Good product! Great quantity.;Nice quantity and nice price. I would have liked it more if it came in a re sealable bag. Shipping bag is hot sealed so you have to repack or store in another sealed container and relabel after opening for use. That was kind of a Hassle but the product works fine and did exactly what it said and I wanted.Fast shipping and Undamaged delivery.;;2830;326
2831;Potassium Sorbate;I use this to stabilize my home brew wine after fermentation before back sweetening and bottling to prevent reactivated fermentation. Works great;;2714;326
